review,rating,sentiment,sentiment_ai,sentiment_final
"Замовив. Прилад прийшов гарно запакований, з повною комплектацією і працює як годинник. Зі мною зв'язалися через кілька хвилин після оформлення замовлення для уточнення даних. Все сподобалось. Рекомендую.
",5,Positive,Positive,Positive
"Чомусь глохне,при прибиранні...Не знаю причини...Маю два фільтри...Був за власними коштами у сервісі... Пилосос повністю робочий,от така прикрість...Що робити...
",5,Positive,Negative,Neutral
"При включенні просто чорний екран, пише що тип сигналу не сумісний, перевірив ще на 2 моніторах і на різних пристроях: відеокарти, т2 тюнери. Результат такий самий. Не працює.",1,Negative,Negative,Negative
"Брали на подарунок, коробки пом'яті, наклейки порвані, неакуратно виглядали. Стосовно самого чаю - очікували більшого. Аромат ледь відчутний, смаку майже нема. Все-таки розсипний чай смачніше ніж пакетований
",3,Neutral,Negative,Negative
"Взяв ці просто на пробу.
Непогані батончики, та всеж пробував набагато кращі, є з чим порівняти. Для мене особисто замалі і як перекус треба хіба 2 зїсти.",4,Positive,Neutral,Neutral
"Нормальне автокрісло.
Дитина (2 роки) із задоволенням у ньому подорожує містом протягом години.
При русі без дитини не видає сторонніх шумів.",3,Neutral,Positive,Positive
"Купувала як доповнення до сервізу цієї марки чудовий набір і коштує копійки, і дитина задоволена
",5,Positive,Positive,Positive
"Перший раз пара йшла , як потрібно. А потім почала йти з корпусу, з щилин. Хоча все закрито. Це як? А ще немає ніякої підсвітки
",3,Neutral,Negative,Negative
"Щіткою задоволені. Заряд тримає дуже довго, чистить гарно. Але зрівнювати мені ні з чим, це перша електрощітка в мене. Але виникла проблемка. Не можу знайти зарядне. Де можна придбати зарядне?
",5,Positive,Neutral,Positive
"Дуже погані памперси.Два рази попісяв,вже повний.Дитині 6 кг.Памперси тройка тісні.Липучки не тримаються і пів години.Ужас",1,Negative,Negative,Negative
"Ось в такому стані я отримав товар на пошті, пристрій не вмикався і було видно по упаковці що я вже не перший його тримаю в руках…
",1,Negative,Negative,Negative
"Дизайн - космос. Якість - супер. З додатком не так все просто. Постійно гріє воду, якщо не скористався після увімкнення.
",4,Positive,Negative,Neutral
"Стильний блендер, досить потужний і навіть із запасом, подрібнює та збиває все. Простий у користуванні, працює на відмінно. Користуємось 3 місяці.",5,Positive,Positive,Positive
"Нема автовідключення, на ніч не залишиш. Гріється так, що горілим лаком воняє. На задній стінці є отвір для кулера, але самого кулера немає.
",1,Negative,Negative,Negative
"Нажаль при замовленні двох одиниць для однієй не було картонових вставочок в пакуванні. Через це не дуже гарно тримає форму.
",3,Neutral,Negative,Negative
"Відрізняється від простого несквіку слабшим смаком, при додаванні лишніх 20-30 мл води під час приготування, втрачає смак какао.",3,Neutral,Negative,Negative
"Як на мене завеликий отвір, куди дитина сідає. У мене хлопчина маленький на свої 3 роки і попою майже дістає дна. Не дуже приємно, але все індивідуально)",3,Neutral,Negative,Neutral
"Замовив товар,не вибагливий до матеріалів і в цілому до ваги млинців,але замість 8 млинців прийшло тільки 4,і це по 1.25 кг,замовляв на 16 кг,прошу зв'язатися зі мною",3,Neutral,Negative,Negative
"Вчора тільки отримали годинник. Неможемо знайти функцію прослушка.В характеристиках вказано.
І дуже поганий звук по відеозв'язку, в чому може бути причина?
",3,Neutral,Negative,Negative
"Купили цю витяжку півроку тому. Я в декреті, будинки постійно, багато готую і запах і задуха стояли на всю квартиру, ця витяжка впоралася з усім! Дуже задоволена, хоча і шумить.
",5,Positive,Positive,Positive
"Виглядає якісним, побачим на скільки його вистачить. У душовій кабінці досить зручний. Якщо скручувати на змішувач у ванні, то не найкращий варіант, бо шланг затвердий для цього.
",5,Positive,Neutral,Positive
"Блендер доставили швидко ,все відповідає заявленій комплектації ,роботою блендера задоволена справляється зі всіма поставленими задачами.Витрачені кошти витрачені не даремно.
",4,Positive,Positive,Positive
"Зошит-словник з французької мови сподобався, зрозуміло все написано, напичатаний на красивому папері, купував сину для вивчення французької мови моєму сину сподобався.
",5,Positive,Positive,Positive
"Дані навушники не можу рекомендувати, оскільки з'явилися тріщини на пластику в 2-х місцях через 4 місяці обережного користування. Дуже розчарований якістю пластику і гроші на вітер.",1,Negative,Negative,Negative
"Купив дані розетки на всю квартиру, і через місяць пластик що всередині пожовтів, тепер рамка відрізняється за кольором
",3,Neutral,Negative,Negative
"Продукція не оригінальна, запах зовсім не стійкий, через годину вже не відчувається. Маю оригінальні парфуми, так там запах тримається декілька днів на одязі. Дуже розчарований розеткою
",1,Negative,Negative,Negative
"Жаль ніхто не написав, що без коврика на ЛДСП столі неможливо користуватись. Постійно смикається курсор. Ніколи не користувався ковриками, а тепер доведеться.
",3,Neutral,Negative,Negative
"Брав для резинок на дверях, ефекту нуль! Як замерзало при -2-3, так і замерзає, а може і більше. Не вартує купляти",1,Negative,Negative,Negative
"Дуже довольна своїм вибором . В загальному пилосос чудово справляється з шерстю на коврах. Завдяки тому , що він розкладний особливо не докладаю зусиль щоб поприбирати м'які меблі .
",5,Positive,Positive,Positive
"Купив дівчині на 14 лютого, виявилися не робітники, кейс просто показує індикатор підключення, ні один пристрій їх не бачить.",1,Negative,Negative,Negative
"Мало того що адаптер беушний, так ще програма його не бачить. Туфта повна. Не беріть.
",1,Negative,Negative,Negative
"цікавий смак, новий для мене бренд Гевалія, почитав що один із лідерів у скандинавських країнах а там точно роблять якісно
рекомендую
дякую Розетка за швидку доставку!
",5,Positive,Positive,Positive
"Отримала, і засмутилася, на великій сильно заїдає блискавка, на сумці яка найважливіша, я не знаю чи доживе вона до пологового. ",1,Negative,Negative,Negative
"Колись купляв якось, недуже сподобався, абсолютно звичайний, посередній засіб з низького сегменту таких засобів у Німеччині.
",3,Neutral,Negative,Negative
Та ж сама проблема. Поставивив на 32 Гб і знову просить форматувати. Не має функції заміщення старих файлів новими.,3,Neutral,Negative,Negative
"Машинка класна, взяв уже другу для батьків. Користуюся першою уже 1,5роки, без нарікань. Довгий шнур, легка та міцна як на мене насадка.",5,Positive,Positive,Positive
"Будьте уважні, 3М у назві це не 3 метра , а хтозна що, реальна довжина 2м.",3,Neutral,Neutral,Neutral
"мало б бути 2 в 1, а вийшло що просто скребок...зшкрібаю кригу після обробки розморожувачем для скла або універсальним....так швидше і мені здається безпечніше....",3,Neutral,Neutral,Neutral
"Замерз у морозильнику (-8).
Сильно і довго тхне ""хімією"".
Залишає розводи, бруд з лобового не відмиває навіть в теплу погоду.
З іншими, навіть дешевшими такого не було.",1,Negative,Negative,Negative
"Не знаю як оцінити цю суміш - дитина відмовляється її їсти як би я не старалася.
",3,Neutral,Negative,Neutral
"Через невірно вказані на сайті габарити вимушені були повернути, бо автомат не влазить в двері санвузла. Продавець не довольний і потребує оплатити послуги доставки. Це нормально?
",2,Negative,Negative,Negative
"Порадив придбати лікар-ортодонт для ополіскування ротової порожнини після чищення зубів (встановлені брекети). Ополіскувач видаляє бактерії, з якими не впоралася зубна паста. Результатом задоволена і я і лікар-ортодонт. Все супер
",5,Positive,Positive,Positive
"Відразу розраховуйте що тут немає мірної ложки і хочаб пробних фільтрів для приготування. Їх немає зовсім, то відразу купуйте фільтр #4",3,Neutral,Negative,Negative
"Придбали годинник у якості подарунка на день народження (дівчинці 4 роки). Дитина дуже задоволена, постійно його носить. На руці дуже зручно!
Надіслали товар швидко! Дякую магазину!",5,Positive,Positive,Positive
"Не знаю чого тут деякі ридають, нормальний кабель, взяв на заміну короткого 1.5 метрового, щоб гнізда не розбивати",5,Positive,Positive,Positive
"Бліклий, неконтрастний друк. У конкурентів якість друку знижується в кінці ресурсу картриджу, а тут - низька якість з початку використання.
",2,Negative,Negative,Negative
"Дуже задоволена цими трусиками памперси, вони зручні не залишають слідів на дитячому тілі. Добре виконують свою функцію, спимо в них цілу ніч, ні разу нам не протекли. Рекомендую.
Швидка доставка
",5,Positive,Positive,Positive
"користуємось близько 2-х тижнів. Коли ночі стали прохолодніші, син почав мерзнути під ковдрою (з підковдрою). Доводиться накривати зверху ще флісовою ковдрою.
Брали на зиму, сподівались буде теплішою",3,Neutral,Negative,Negative
"Дуже задоволена. Дякую за швидке і гарне обслуговування. Все як завжди відмінно!
Айкос дуже стильний, зручний. Працює добре, заряд тримає довго.
",5,Positive,Positive,Positive
"Слабий пилосос. Прибирання за його допомогою триває довго. Насадки знижують потужність всмоктування. Підходить для очищення чохлів на сидіннях. У важкодоступних місцях не прибирає.
",3,Neutral,Negative,Negative
"Хороші трусики, якщо часто замінювати
Для дому супер
Звичайно, не Huggies, але і ціна не Huggies
Цінаякість
І класний білий колір трусиків, дизайн
",4,Positive,Positive,Positive
"звичайний кабель, в цілому задоволений, проте виробник робить неякісне нанесення напису, зокрема позначки метрів.
#моєрозпакування
",3,Neutral,Negative,Neutral
"Зручно контролювати тиск по манометру і подовжувач стався у нагоді коли треба було підкачати колеса на гіроборді.
",5,Positive,Positive,Positive
"розчарована... дим під час варки-жарки не відводиться навіть при макс, гуде як трактор. користувалися більше року. буду шукати заміну
",1,Negative,Negative,Negative
"Після 3 місяців звичайного ""офісного"" використання, приблизно 15-20 скоб вдень, частина корпусу відламалася, а степлер тепер загинає лише половину скоби. Не рекомендую",2,Negative,Negative,Negative
"Музику рідко слухаю, тому брав в якості гарнітури в першу чергу. Нікому не рекомендую брати ці навушники саме для цього. Для прослуховування музики мабуть буде норм. Сидять зручно
",3,Neutral,Neutral,Neutral
"Вчора замовив,сьогодні вже отримав. Дуже швидка доставка в точку видачі Розетки.
Шуруповерт досить жвавий,для дому те,що потрібно. Рекомендую
",5,Positive,Positive,Positive
"якісний сенсор - фліки, наводка усе чудово
гарна градієнтна підсвітка
легка вага, легкий кабель-паракорд - одразу не потрібен підтримувач для дроту за свою ціну для шутерів топова миша! 5/5",5,Positive,Positive,Positive
"Придбавши карту,відразу встановила в телефон, коли перевірила реалий об'єм карти дуже розчарувалась з 256 обіцяних доступно 235gb. Не рекомендую до покупки, бо обіцяного об'єму пам'яті на який розраховуєш, немає!",1,Negative,Negative,Negative
"Туш жахлива!!!! Осипається, віт такої щіточки вії в різні сторони стирчать.
Важко змивається.
Наносити потрібно в 3 слої, щоб більш менш нормально виглядали.
Не рекомендую!!",2,Negative,Negative,Negative
"Погана комплектація, так як полиця розбита і на кріплення до неї відсутні фіксуючі гвинтики. А ще найбільша неприємність це - тріщина на задній панелі( і сервісний центр не відповідає((
",2,Negative,Negative,Negative
"Дуже виражений неприємний навіть токсичний запах, я взагалі не впевнена що це безпечно для дитини. Деякі малюнки видно ще до розмальовування, дитині одразу не цікаво малювати
",2,Negative,Negative,Negative
"Замовляла ноутбук, екран не світиться, не працює . Зв’язатись з продавцем чи з менеджером неможливо , я не очікувала такого відношення
",1,Negative,Negative,Negative
"Шикарний звук, шумодав. Добре тримають, сторонній шум не чути. Користуватися однією насолодою На тиждень кейсу вистачає",5,Positive,Positive,Positive
"Світло-каштанова фарбує темно-коричневим, я б сказала майже чорним. Тримається на волосах тиждень, на шкірі до двух днів.
",2,Negative,Negative,Negative
"Повівся на те що будут ножиці в комплекті як на відео розпаковки та в коментарях людей і купив. По факту їх немає... . Повернути товар не можна....
",2,Negative,Negative,Negative
"Звичайний дешевий чай, не дуже смачний, нагадує чай зі смаком який продавався в радянські часи.
",3,Neutral,Negative,Negative
"Купували перший раз,щоб підібрати для малюка. В наборі були Evy Baby, Bella Baby Happy, Libero та Pampers. Libero отримує 3 по п'ятибальній системі,але вибір за вами.",3,Neutral,Neutral,Neutral
Часто пропадає вай-фай. Доводиться перезагружати пристрій.В мене двохповерховий будинок -покриття вай-фай на сто відсотків все не покриває. На дворі є сигнал макс до 15 метрів,2,Negative,Negative,Negative
"Тільки для каре і короткого волосся.
Потрібно багатого часу, щоб ""наловчитися"".
Вважаю, що має коштувати набагато дешевше.
",3,Neutral,Negative,Negative
"Чомусь дитині не зайшло, на смак майже ніяке. Хоча склад ніби ок, і солодкого дитина не куштувала взагалі
",3,Neutral,Negative,Negative
"купляв як маленьку переносну гарнітуру для дзвінків з комп'ютера. звук дуже ок, а от мікрофон таке собі, чутно доволі погано.
",3,Neutral,Negative,Neutral
Дуже хороший пилосос за свою ціну. Працює потужно та тихо! Моментально збирає пил! Шнур живлення досить довгий. Чистити контейнер зручно та просто!,5,Positive,Positive,Positive
"Хочу щоб повернули грощі за товар або хочаб частково компенсували, оскільки якість не відповідає описаним характеристикам.
",1,Negative,Negative,Negative
"Сама подушка дуже хороша, висота підходить (4 місяці), але дуже сильно потіє голова, тому перестали нею користуватися.",3,Neutral,Negative,Neutral
ПІСЛЯ ЗМІНИ РОУТЕРА - НЕ МОЖУ ПІДКЛЮЧИТИ РЕПІТЕР. Чи можете надати допомогу з данного питання?,5,Positive,Neutral,Neutral
"Наповнювач подушки збився за 3 місяці в ""комочки"". Зараз голова провалюється. В якості тимчасового варіанту подушка підійде, проте для довготривалого варіанту потрібно шукати інший варіант.",3,Neutral,Negative,Negative
"Жахливий кабель. Попрацював місяць. Коментарі читала, але вирішила ризикнути і пошкодувала.
Не купуйте, не витрачайте гроші
",1,Negative,Negative,Negative
"Розчарування року... Мають різкий неприємний запах. Дитина суха лише дві-три години, на довше його не вистачає.
",2,Negative,Negative,Negative
"з 50-ти штук 20 зігнуті додатково при фабричному пакуванні в місці кріплення фурнітури. не розрівнюються. поклала під пресс, може допоможе.",3,Neutral,Negative,Negative
Мабуть не оригінальний Bosch. 2 роки витримав на 1.9 cdti двигуні. Хоча раніше оригінальні акумулятори служили 4-5 років.,3,Neutral,Negative,Negative
"Діаметр пружини 12 мм , враховуйте це. Нажаль по розміру не підійшов. За доставку Нова Почта вирішала, що товар важить 1кг, заплатила 51грн.",3,Neutral,Negative,Negative
"Заказувала 30 липня, світить чудово освічує всю кімнату. Через пару днів після покупки сам почав включатися не дуже комфортно постійно треба включати його.",2,Negative,Negative,Negative
"Почав встановлювати, а мийка вигнута дугою. По краях лежить ідеально на столешні, а посередині щілина майже в півсантиметри. Як так???
",1,Negative,Negative,Negative
"В користуванні один тиждень. Все подобається, але і є мінуси:
Довго готує капучино.
Немає функції просто «молоко»
",3,Neutral,Negative,Neutral
"Замовлення швидко доставили,чемний менеджер порадила якісніший товар за той що я обрала ,ціна даної гітари була лише на 200 грн дорожча,але якістю ми задоволені.Буду радити даний магазин знайомим.",5,Positive,Positive,Positive
"Легко було налаштувати , та україно мовний застосунок можна оновлювати роутер дивитися хто підключений , та швидкість інтернету дуже добре
",5,Positive,Positive,Positive
"Куплені 29.11.2021 року. Вже один навушник не тримає заряд, розряджається й вимикається буквально за кілька хвилин після діставання з футляра. От і кінець історії",1,Negative,Negative,Negative
"Прошу зв'язатися зі мною для урегулювання мого питання повернення коштів (оплата онлайн) або виконання замовлення!
",1,Negative,Negative,Negative
"В цілому задоволений. Як на таку маленьку добре світить. Акумулятор не дуже великої ємності, але мені вистачає. На проводі взагалі чудово працює. ",5,Positive,Positive,Positive
"Вже рік користуюсь витяжкою, повністю задоволена. Тягне дуже сильно, запахи не лишаються. Чесно кажучи на максимальній швидкості трохи шумна.
",4,Positive,Positive,Positive
"Викрутки на вигляд не погані,але при зусиллі повідламувались кінчики у хрестових і закінчення під ключ не з'єднане з стержнем викрутки, так що крутити ключем немає сенсу... Підійдуть для делікатних робіт....
",2,Negative,Negative,Negative
"Не думала, що суміш може допомогти вирішити проблему коліків. Але як є. Назва відповідає сама за себе. Малий їсть із задоволенням, коліків і закріпів немає, реакція хороша.
",5,Positive,Positive,Positive
"Зручна миша глибокого чорного кольору, користуюсь вже більш ніж пів року, жодних претензій не виникло.
",5,Positive,Positive,Positive
"Підключив даний телевізор до сопутникового тв, він не бачить сопутник amos, попри те що старий телевізор з тюнером бачить. В чому може бути проблема?
",3,Neutral,Negative,Neutral
"Підключав з ноута до телевізора. І фільми, і ігри ідуть на ура. Зображення чітке, звук є. Розширення ноута: 1920x1080 (Full HD)",5,Positive,Positive,Positive
"Вже менше ніж за два місяці перестало реагувати колесо.
Також буває, що сама вимикається і допомагає лише переставляння батарейки.
",3,Neutral,Negative,Negative
"Щоб гарно було чути, потрібно мікрофон наближати до самого рота, інакше - сторонні звуки і гірший звук
",3,Neutral,Neutral,Neutral
"Дуже поганої якості, більш ніж двоженну щетину просто рве. Поголотися гладко зовсім не вийшло. Не рекомендую нікому
",2,Negative,Negative,Negative
"Смачна. Не перший раз замовляємо і дуже задоволені. Малюк їсть з радістю.
Ціна влаштовує. З зовнішнім виглядом упаковки та терміном реалізації проблем не було.
",5,Positive,Positive,Positive
"Купували в офіс за акційною ціною. Готується в кавомашині Saeco. Смак ненасичений, аромат готової кави майже відсутній, пінка зникає практично відразу. За таку ціну можна знайти дійсно чудову смачну каву.
",3,Neutral,Negative,Negative
"Спочатку все обличчя почервоніло і так тррвало декілька годин. Потім з'явився пухир на всьому носі. Залишився опік, який не сходив 2 тижні",1,Negative,Negative,Negative
"Кабель як кабель, купив два, поки що використав один - гут. Винт працює.
Довжина мабуть 30см, так що якщо до верхніх карманів АТХ може не дотягнутися.",3,Neutral,Neutral,Neutral
"Після загрузки включаються нулі, і після 5 секунд гасне і не вимірює вагу , не можу звязати, не ревгує , батерейки міняв на дорогі і дешеві!
Чекаю реакції від компанії",1,Negative,Negative,Negative
"Слабо тримає заряд. Заледве вистачає на одну ніч - під ранок уже явно видно як світло тускніє. Треба заряджати кожного дня
",2,Negative,Negative,Negative
"Як на мене середній, як пил, пересипав у банку, вся кухня у білому порошку, Дуже солодкий, з п'ю водою. З молоком неможливо пити",3,Neutral,Negative,Negative
"Класна якісна ванночка. Дуже добре що є підставка в комплекті. Матеріали якісні - нічого не смердить, підставка не хитається. Все надійно. Рекомендую і товар і продавця
",5,Positive,Positive,Positive
При закачуванні файлів зі швидкістю 100 мегабіт/сек через деякий час вилітає мережа і роутер перезавантажується.,1,Negative,Negative,Negative
Після старої витяжки CATA потужністю на 300 м3 \ год -це просто небо і земля )),4,Positive,Positive,Positive
"Смак капучино не сподобався, нагадує смак з дитинства - цукерки іриска, «тягучий» батончик.
Я сподівалась на більш «оригінальніший»смак ближчий до кави.
",3,Neutral,Negative,Negative
"Я знаю цю камеру, У мене таких 5 штук, це суперові відеокамери. Але останній раз мені продали підробку. Зовсім не та якість зображення, і меню відрізняється.",1,Negative,Negative,Negative
"#моєрозпакування
Беру на Розетку другий раз. Кава відмінна! Не та що продають в магазинах, особливо української разфасовки.
Дякую Розетці!
",5,Positive,Positive,Positive
"Хороша лампа, якісно зроблена, зручно гнеться, якісне, яскраве світло, гарно чіпляється до книги. Буде дуже корисна тим, хто любить читати під час кемпінгу, в наметі)
",5,Positive,Positive,Positive
"Заказувала вперше, отримала в темнному склі, як і хотіла. Поки що тільки жарила, - сподобалось.
",4,Positive,Positive,Positive
"Пропрацював неповний тиждень і накрився, спочатку показувало все прекрасно, але потім почало показувати три різнокольорові зображення віддільно. Після вимкнення комп‘ютера при повторному під‘єднанні і перестало виводити зображення взагалі ",2,Negative,Negative,Negative
"Місяця не пройшло і раптом перестав грати лівий навушник. А так якість звуку за такі гроші норм
",3,Neutral,Negative,Neutral
"світиться завжди (не має опції відключити підсвітку) особливо вночі коли виключив ноут вона продовжує світитись
пропрацювала пів року і перестала оприділятись, краще економно купити х6 ту",2,Negative,Negative,Negative
"На першому ж отворі зірвалася різьба, що на валу. На вал накручується коронка. Приварив коронку до валу жорстко, і вже зробив близько 10 отворів. Політ нормальний. Свердлю нержавіючу сталь.",3,Neutral,Neutral,Neutral
"Довго користуюсь цими дисками, але купив останню пачку і з них пів пачки не працюють.
",1,Negative,Negative,Negative
"Печиво, на жаль, не сподобалося.
Має якийсь хімічний присмак.
Наповнення - переварене варення.
До свіжості претензій немає. Більше не купуватиму.
",2,Negative,Negative,Negative
"До Розетки претензій нема. Доставка все в силу. А от сам бойлер... 24.04.19 встановив. 27.05.19 вирвало ""дно"". Вчасно, якраз перед відключенням традиційним гарячої води.",1,Negative,Negative,Negative
"Звичайний монік. Нічого особливого, але - таки один мінус за знайшов. Це битий піксель? Що з ним робити?
",4,Positive,Negative,Neutral
"щось не те, наносила киці вуличній і на холці шерсть вилиняла, зарас заросло але... не має так бути.
",3,Neutral,Negative,Negative
"Все працює добре. Ще тільки початок поливного сезону, але думаю , що буде працювати на відмінно.
",5,Positive,Positive,Positive
"Отримала сьогодні дану модель. Перше враження - на 4-. В принципі, щипці щось вирівнюють. У плойці волосся не тримається.",3,Neutral,Neutral,Neutral
"Вмикається тільки на максимальній температурі. Коли починаєш рерулювати температуру, то вона відразу гасне. Зрозуміло, що в такому випадку вода моментально стає дуже гарячою . Користуватися колонкою неможливо
",1,Negative,Negative,Negative
"Прибирає на 3+, особливо кути і коли щось об'іжджає робить велику траекторію і там залишається неприбрано, застрягає на коврику меншому за 2 см висотою і на сушарці.",3,Neutral,Negative,Negative
"Щкодую що купив, динамік мого мобільного видає якісніший звук ніж в цих наушниках. Використовую їх як мікрофон, який в цих наушниках, досить непоганий
",2,Negative,Neutral,Negative
"витяжка мені подобається. всі характеристики відповідають опису. зручно наявність таймера, з його допомогою тепер контролюю процес приготування, двигун мощний але не гулкий. однозначно вартий уваги варіант!
",5,Positive,Positive,Positive
"Ціна прекрасна. Кава гарна, як на розчинну. Беру вже вдруге - на роботі саме те!
",5,Positive,Positive,Positive
"Купили іграшку, подарували дитині і за 30 хв гри у машини зламалось колесо. Дуже неякісний пластик!!!!!",1,Negative,Negative,Negative
"Купила чоловікові на подарунок , через тиждень повернули заряд вистачає максимум на 2 години. Звук гарний , мікрофон також",3,Neutral,Negative,Neutral
"Звук хороший, трохи погано налаштовані високі частоти(на максимальній гучності шиплять), а в цілому все на тверду 4! Як гарнітура не дуже - співрозмовник погано чує вас.",4,Positive,Mixed,Neutral
"Гарні губки, чудовий набір. Профільовані для зручного тримання і захисту манікюру та з великими порами, які утворюють піну. Супер!
",5,Positive,Positive,Positive
"Завжди користуємося цими підгузниками, але замовляла їх з розетки, і чомусь гірша якість. Швидше наповнювалися, обвисали дуже. Таке враження що браковані
",3,Neutral,Negative,Negative
"Вчора забрала замовлення. Накачала, щоб перевірити, як тримає. Матрац і одна подушка витримали перевірку, за ніч майже не змінились. Друга подушка спускає моментально. Знайшла дірку. Чи можна замінити одну подушку?
",3,Neutral,Negative,Negative
"Пробка з каністри знялася разом з кільцем - не можна бути впевненим, що каністру не відкривали до мене
",3,Neutral,Negative,Negative
"Все подобається, але те що вона гріється сама по собі, просто від того, що включена в мережу насторожує...
",3,Neutral,Cautious,Neutral
"гарний корпус ,добре продуваеться, влазять всі кулера
Щоб передня кришка легче знімалась треба змастити салидолом затискачі,тоді взагалі легко знімаеться
",5,Positive,Positive,Positive
"Не беріть цей товар. Інтрукції нема, всі кнопки англійською. Дзвонив на гарячу лінію, у відповідь: «Ми вам відправимо інструкцію у пдф форматі». Зіпсований настрій, витрачений час.
",1,Negative,Negative,Negative
"Сьогодні забрала посилочку, яку дуже чекала. В коробці немає інструкції та гарантійного талону (((( це вперше такий сюрприз від Розетки за багато років (((
Дуже засмучена
",3,Neutral,Negative,Negative
"Замовив цей девайс, добре, що у точці доставки розетки вирішив перевірити, на жаль не включився, і було зламане колесо регулювання.
",1,Negative,Negative,Negative
"Із заявленої швидкості запису до 20 мб/с, доступно всього 1-4 мб/с, а то і взагалі запис припиняється на пів хвилини, а потім знову починає закидати зі швидкістю 1-4 мб/с.",2,Negative,Negative,Negative
"Вчора забрав, одразу не виявив проблеми, хочу повернути і взяти щось інше на заміну, хрипить лівий навушник, не сильно але неподобається. Як замінити чи повернути? ",3,Neutral,Negative,Negative
"Доброго дня, драйвери на диску не встановлюються! Надішліть будь ласка на пошту робочий софт для кабелю! Авто vw mk4 2001 дякую",3,Neutral,Negative,Negative
"Якісний та недорогий продукт. Волосся дійсно почало швидше рости, має більш здоровий вигляд і навіть стало трішки густішим.
",5,Positive,Positive,Positive
"Клавіатура чудова, дуже якісна механіка. Приємна підсвітка.
Але я дуже розчарований відсутністю оголошеного подарунку у вигляді маніпулятора.
",2,Negative,Negative,Negative
"Кар'єр доставив не перша покупка тут на розетці тому зразу витягнув і став вмонтовувати у мебель, коли усе було готове хотів включити і не працює. Коди звертатися?
",1,Negative,Negative,Negative
"Мангал доброї якості, але нажаль не всі дірки буди прорізані. Тепер буду думати як їх просверлити.
",3,Neutral,Negative,Neutral
"Придбали ці підгузки, на заміну дорожчих, думали перейдемо на них. Підгузки якісно зроблені, розмір відповідає заявленому, але нашому малюку вони не підійшли, після використання з'являються почервоніння в області паху.
",3,Neutral,Negative,Neutral
"Пропрацював рівно день і здох, підозрюю що через адаптер живлення він у мене 65w а на одному з фото пише що максимум 60, але до того працював добре",3,Neutral,Negative,Negative
"велике дякую! Швидко передзвонили, гарно проконсультували, швидко відправили. Ще й знизку зробили! Все підійшло! Якість наколінника хороша, ціна - дуже приемна. ",5,Positive,Positive,Positive
