,review,rating,entity_name,dataset_name,review_translate_sentences,review_translate_sentences_tokens,review_translate_sentences_pos,review_translate_sentences_lemma,is_question,sentiment,review_length
53,"Якби знала що вони такі тонюсіньки то не купила б.За 115гр. можна купити кращі .
",1.0,paclan_5900942310616,rozetka,"['Якби знала що вони такі тонюсіньки то не купила б . За 115гр .', 'можна купити кращі .']","[['Якби', 'знала', 'що', 'вони', 'такі', 'тонюсіньки', 'то', 'не', 'купила', 'б', '.', 'За', '115гр', '.'], ['можна', 'купити', 'кращі', '.']]","[['CONJ', 'VERB', 'CONJ', 'NPRO', 'NPRO', 'NOUN', 'CONJ', 'PRCL', 'VERB', 'PRCL', 'PNCT', 'ADVB', 'NOUN', 'PNCT'], ['PRED', 'VERB', 'ADJF', 'PNCT']]","[['якби', 'знати', 'що', 'вони', 'такий', 'тонюсіньки', 'то', 'не', 'купити', 'б', '.', 'за', '115гр', '.'], ['можна', 'купити', 'кращий', '.']]","[False, False]",Negative,15
54,"Купил девушке на 14-ое февраля, оказались не рабочие, кейс просто показывает индикатор подключения, ни 1 устройство их не видит.",1.0,apple_mv7n2ru_a,rozetka,"['Купил девушке на 14 - ое февраля , оказались не рабочие , кейс просто показывает индикатор подключения , ни 1 устройство их не видит .']","[['Купил', 'девушке', 'на', '14', '-', 'ое', 'февраля', ',', 'оказались', 'не', 'рабочие', ',', 'кейс', 'просто', 'показывает', 'индикатор', 'подключения', ',', 'ни', '1', 'устройство', 'их', 'не', 'видит', '.']]","[['NOUN', 'ADJF', 'INTJ', 'NUMB', 'PNCT', 'UNKN', 'NOUN', 'PNCT', 'VERB', 'PRCL', 'ADJF', 'PNCT', 'NOUN', 'PRCL', 'NOUN', 'NOUN', 'NOUN', 'PNCT', 'UNKN', 'NUMB', 'NOUN', 'UNKN', 'PRCL', 'NOUN', 'PNCT']]","[['купил', 'девушкий', 'на', '14', '-', 'ое', 'февраля', ',', 'оказатися', 'не', 'рабочиий', ',', 'кейс', 'просто', 'показывает', 'индикатор', 'подключения', ',', 'ни', '1', 'устройство', 'их', 'не', 'видит', '.']]",[False],Negative,19
55,"Загалом посередня каністра. Купував таких чотири штуки. Дві не пропускають запах бензину, дві пропускають. Тому тут як пощастить. Комплектна лійка незручна, бензин протікає. Розмір і форма зручна.
",3.0,bottari-28067-is,rozetka,"['Загалом посередня каністра .', 'Купував таких чотири штуки .', 'Дві не пропускають запах бензину , дві пропускають .', 'Тому тут як пощастить .', 'Комплектна лійка незручна , бензин протікає .', 'Розмір і форма зручна .']","[['Загалом', 'посередня', 'каністра', '.'], ['Купував', 'таких', 'чотири', 'штуки', '.'], ['Дві', 'не', 'пропускають', 'запах', 'бензину', ',', 'дві', 'пропускають', '.'], ['Тому', 'тут', 'як', 'пощастить', '.'], ['Комплектна', 'лійка', 'незручна', ',', 'бензин', 'протікає', '.'], ['Розмір', 'і', 'форма', 'зручна', '.']]","[['NOUN', 'ADJF', 'NOUN', 'PNCT'], ['VERB', 'NPRO', 'NUMR', 'NOUN', 'PNCT'], ['NUMR', 'PRCL', 'VERB', 'NOUN', 'NOUN', 'PNCT', 'NUMR', 'VERB', 'PNCT'], ['NOUN', 'NPRO', 'PRCL', 'VERB', 'PNCT'], ['ADJF', 'NOUN', 'ADJF', 'PNCT', 'NOUN', 'VERB', 'PNCT'], ['NOUN', 'CONJ', 'NOUN', 'ADJF', 'PNCT']]","[['загал', 'посередній', 'каністра', '.'], ['купувати', 'такий', 'чотири', 'штука', '.'], ['два', 'не', 'пропускати', 'запах', 'бензин', ',', 'два', 'пропускати', '.'], ['том', 'тут', 'як', 'пощастити', '.'], ['комплектний', 'лійка', 'незручний', ',', 'бензин', 'протікати', '.'], ['розмір', 'і', 'форма', 'зручний', '.']]","[False, False, False, False, False, False]",Neutral,27
56,"Наволочки:білі з часом покриття скручується.Розлито було сік червоний,пятно залишилось.
Не приємно на самій наволочці спати.Хрустить.
Х.б і ця це два різних відчуття.
",3.0,ideia_4820182652097,rozetka,"['Наволочки : білі з часом покриття скручується .', 'Розлито було сік червоний , пятно залишилось .', 'Не приємно на самій наволочці спати .', 'Хрустить .', 'Х . б і ця це два різних відчуття .']","[['Наволочки', ':', 'білі', 'з', 'часом', 'покриття', 'скручується', '.'], ['Розлито', 'було', 'сік', 'червоний', ',', 'пятно', 'залишилось', '.'], ['Не', 'приємно', 'на', 'самій', 'наволочці', 'спати', '.'], ['Хрустить', '.'], ['Х', '.', 'б', 'і', 'ця', 'це', 'два', 'різних', 'відчуття', '.']]","[['NOUN', 'PNCT', 'NOUN', 'PREP', 'NOUN', 'NOUN', 'VERB', 'PNCT'], ['VERB', 'VERB', 'NOUN', 'ADJF', 'PNCT', 'ADVB', 'VERB', 'PNCT'], ['PRCL', 'ADVB', 'INTJ', 'NPRO', 'NOUN', 'VERB', 'PNCT'], ['VERB', 'PNCT'], ['NOUN', 'PNCT', 'PRCL', 'CONJ', 'NPRO', 'PRCL', 'NUMR', 'ADJF', 'NOUN', 'PNCT']]","[['наволочка', ':', 'біла', 'з', 'час', 'покриття', 'скручуватися', '.'], ['розлити', 'бути', 'сік', 'червоний', ',', 'пятно', 'залишитися', '.'], ['не', 'приємно', 'на', 'самий', 'наволочка', 'спати', '.'], ['хрустіти', '.'], ['х', '.', 'б', 'і', 'цей', 'це', 'два', 'різний', 'відчуття', '.']]","[False, False, False, False, False]",Neutral,22
57,"Світло-каштанова фарбує темно-коричневим, я б сказала майже чорним. Тримається на волосах тиждень, на шкірі до двух днів.
",2.0,syoss_4015100327724,rozetka,"['Світло - каштанова фарбує темно - коричневим , я б сказала майже чорним .', 'Тримається на волосах тиждень , на шкірі до двух днів .']","[['Світло', '-', 'каштанова', 'фарбує', 'темно', '-', 'коричневим', ',', 'я', 'б', 'сказала', 'майже', 'чорним', '.'], ['Тримається', 'на', 'волосах', 'тиждень', ',', 'на', 'шкірі', 'до', 'двух', 'днів', '.']]","[['ADVB', 'PNCT', 'ADJF', 'VERB', 'ADVB', 'PNCT', 'ADJF', 'PNCT', 'NPRO', 'PRCL', 'VERB', 'ADVB', 'NOUN', 'PNCT'], ['VERB', 'INTJ', 'NOUN', 'NOUN', 'PNCT', 'INTJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PNCT']]","[['світло', '-', 'каштановий', 'фарбувати', 'темно', '-', 'коричневий', ',', 'я', 'б', 'сказати', 'майже', 'чорне', '.'], ['триматися', 'на', 'волос', 'тиждень', ',', 'на', 'шкіра', 'до', 'двухо', 'дніти', '.']]","[False, False]",Negative,17
58,"Не вартує таких коштів...,не акуратно литий...,з однієї сторони пластмаса жовта...,а як працювати буде,побачимо...,не повертала,бо дома до ока впало,що там брак.
",1.0,brille_33_305,rozetka,"['Не вартує таких коштів .', '. . , не акуратно литий .', '. . , з однієї сторони пластмаса жовта .', '. . , а як працювати буде , побачимо .', '. . , не повертала , бо дома до ока впало , що там брак .']","[['Не', 'вартує', 'таких', 'коштів', '.'], ['.', '.', ',', 'не', 'акуратно', 'литий', '.'], ['.', '.', ',', 'з', 'однієї', 'сторони', 'пластмаса', 'жовта', '.'], ['.', '.', ',', 'а', 'як', 'працювати', 'буде', ',', 'побачимо', '.'], ['.', '.', ',', 'не', 'повертала', ',', 'бо', 'дома', 'до', 'ока', 'впало', ',', 'що', 'там', 'брак', '.']]","[['PRCL', 'VERB', 'NPRO', 'NOUN', 'PNCT'], ['PNCT', 'PNCT', 'PNCT', 'PRCL', 'ADVB', 'ADJF', 'PNCT'], ['PNCT', 'PNCT', 'PNCT', 'PREP', 'NPRO', 'NOUN', 'NOUN', 'ADJF', 'PNCT'], ['PNCT', 'PNCT', 'PNCT', 'CONJ', 'PRCL', 'VERB', 'VERB', 'PNCT', 'VERB', 'PNCT'], ['PNCT', 'PNCT', 'PNCT', 'PRCL', 'VERB', 'PNCT', 'PRCL', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PNCT', 'CONJ', 'PRCL', 'NOUN', 'PNCT']]","[['не', 'вартувати', 'такий', 'кошт', '.'], ['.', '.', ',', 'не', 'акуратно', 'литий', '.'], ['.', '.', ',', 'з', 'один', 'сторона', 'пластмаса', 'жовтий', '.'], ['.', '.', ',', 'а', 'як', 'працювати', 'бути', ',', 'побачити', '.'], ['.', '.', ',', 'не', 'повертати', ',', 'бо', 'дома', 'до', 'око', 'впасти', ',', 'що', 'там', 'брак', '.']]","[False, False, False, False, False]",Negative,20
59,"Заказувала 30 липня, світить чудово освічує всю кімнату. Через пару днів після покупки сам почав включатися не дуже комфортно постійно треба включати його.
",2.0,174919816,rozetka,"['Заказувала 30 липня , світить чудово освічує всю кімнату .', 'Через пару днів після покупки сам почав включатися не дуже комфортно постійно треба включати його .']","[['Заказувала', '30', 'липня', ',', 'світить', 'чудово', 'освічує', 'всю', 'кімнату', '.'], ['Через', 'пару', 'днів', 'після', 'покупки', 'сам', 'почав', 'включатися', 'не', 'дуже', 'комфортно', 'постійно', 'треба', 'включати', 'його', '.']]","[['VERB', 'NUMB', 'NOUN', 'PNCT', 'VERB', 'ADVB', 'VERB', 'NPRO', 'NOUN', 'PNCT'], ['PREP', 'NOUN', 'VERB', 'ADVB', 'NOUN', 'NPRO', 'VERB', 'VERB', 'PRCL', 'ADVB', 'ADVB', 'ADVB', 'NOUN', 'VERB', 'NOUN', 'PNCT']]","[['заказувати', '30', 'липень', ',', 'світити', 'чудово', 'освічувати', 'весь', 'кімната', '.'], ['через', 'пара', 'дніти', 'після', 'покупка', 'сам', 'почати', 'включатися', 'не', 'дуже', 'комфортно', 'постійно', 'треба', 'включати', 'йога', '.']]","[False, False]",Negative,23
60,"раз на рік купую дитині ці навушники. Так, як їх закручують вузлами - не кожні витримають
",5.0,panasonic_rp_hje125e_k,rozetka,"['раз на рік купую дитині ці навушники .', 'Так , як їх закручують вузлами - не кожні витримають']","[['раз', 'на', 'рік', 'купую', 'дитині', 'ці', 'навушники', '.'], ['Так', ',', 'як', 'їх', 'закручують', 'вузлами', '-', 'не', 'кожні', 'витримають']]","[['NOUN', 'INTJ', 'NOUN', 'VERB', 'NOUN', 'NPRO', 'NOUN', 'PNCT'], ['PRCL', 'PNCT', 'PRCL', 'NPRO', 'VERB', 'NOUN', 'PNCT', 'PRCL', 'NPRO', 'VERB']]","[['раз', 'на', 'ріка', 'купувати', 'дитина', 'цей', 'навушник', '.'], ['так', ',', 'як', 'вони', 'закручувати', 'вузол', '-', 'не', 'кожний', 'витримати']]","[False, False]",Positive,16
61,"Отримала, і засмутилася, на великій сильно заїдає блискавка, на сумці яка найважливіша, я не знаю чи доживе вона до пологового. ",1.0,147063569,rozetka,"['Отримала , і засмутилася , на великій сильно заїдає блискавка , на сумці яка найважливіша , я не знаю чи доживе вона до пологового .']","[['Отримала', ',', 'і', 'засмутилася', ',', 'на', 'великій', 'сильно', 'заїдає', 'блискавка', ',', 'на', 'сумці', 'яка', 'найважливіша', ',', 'я', 'не', 'знаю', 'чи', 'доживе', 'вона', 'до', 'пологового', '.']]","[['VERB', 'PNCT', 'CONJ', 'VERB', 'PNCT', 'INTJ', 'ADJF', 'ADVB', 'VERB', 'NOUN', 'PNCT', 'INTJ', 'NOUN', 'NPRO', 'ADJF', 'PNCT', 'NPRO', 'PRCL', 'VERB', 'PRCL', 'VERB', 'NPRO', 'NOUN', 'ADJF', 'PNCT']]","[['отримати', ',', 'і', 'засмутитися', ',', 'на', 'великий', 'сильно', 'заїдати', 'блискавка', ',', 'на', 'сумка', 'який', 'найважливіший', ',', 'я', 'не', 'знати', 'чи', 'дожити', 'вона', 'до', 'пологовий', '.']]",[False],Negative,20
62,"Нажаль при замовленні двох одиниць для однієй не було картонових вставочок в пакуванні. Через це не дуже гарно тримає форму.
",3.0,handy_home_zsh_03,rozetka,"['Нажаль при замовленні двох одиниць для однієй не було картонових вставочок в пакуванні .', 'Через це не дуже гарно тримає форму .']","[['Нажаль', 'при', 'замовленні', 'двох', 'одиниць', 'для', 'однієй', 'не', 'було', 'картонових', 'вставочок', 'в', 'пакуванні', '.'], ['Через', 'це', 'не', 'дуже', 'гарно', 'тримає', 'форму', '.']]","[['Prnt', 'VERB', 'NOUN', 'NUMR', 'NOUN', 'PREP', 'VERB', 'PRCL', 'VERB', 'ADJF', 'NOUN', 'PREP', 'NOUN', 'PNCT'], ['PREP', 'PRCL', 'PRCL', 'ADVB', 'ADVB', 'VERB', 'NOUN', 'PNCT']]","[['нажаль', 'перти', 'замовлення', 'два', 'одиниця', 'для', 'однієвати', 'не', 'бути', 'картоновий', 'вставочка', 'в', 'пакування', '.'], ['через', 'це', 'не', 'дуже', 'гарно', 'тримати', 'форма', '.']]","[False, False]",Neutral,20
63,"Приємний аромат: не різкий, легкий. Як на мене, то це унісекс: інколи сама каристуюся ))). Єдиний мінус (для мене) - нестійкий... Покупкою задоволена але повну версію брати не буду...
",3.0,versace_img464,rozetka,"['Приємний аромат : не різкий , легкий .', 'Як на мене , то це унісекс : інколи сама каристуюся ) ) ) .', 'Єдиний мінус ( для мене ) - нестійкий .', '. . Покупкою задоволена але повну версію брати не буду . . .']","[['Приємний', 'аромат', ':', 'не', 'різкий', ',', 'легкий', '.'], ['Як', 'на', 'мене', ',', 'то', 'це', 'унісекс', ':', 'інколи', 'сама', 'каристуюся', ')', ')', ')', '.'], ['Єдиний', 'мінус', '(', 'для', 'мене', ')', '-', 'нестійкий', '.'], ['.', '.', 'Покупкою', 'задоволена', 'але', 'повну', 'версію', 'брати', 'не', 'буду', '.', '.', '.']]","[['ADJF', 'NOUN', 'PNCT', 'PRCL', 'ADJF', 'PNCT', 'ADJF', 'PNCT'], ['PRCL', 'INTJ', 'NOUN', 'PNCT', 'CONJ', 'PRCL', 'NOUN', 'PNCT', 'NPRO', 'NPRO', 'VERB', 'PNCT', 'PNCT', 'PNCT', 'PNCT'], ['ADJF', 'NOUN', 'PNCT', 'PREP', 'NOUN', 'PNCT', 'PNCT', 'ADJF', 'PNCT'], ['PNCT', 'PNCT', 'NOUN', 'ADJF', 'CONJ', 'ADJF', 'NOUN', 'NOUN', 'PRCL', 'NOUN', 'PNCT', 'PNCT', 'PNCT']]","[['приємний', 'аромат', ':', 'не', 'різкий', ',', 'легкий', '.'], ['як', 'на', 'мен', ',', 'то', 'це', 'унісекс', ':', 'інколи', 'самий', 'каристуватися', ')', ')', ')', '.'], ['єдиний', 'мінус', '(', 'для', 'мен', ')', '-', 'нестійкий', '.'], ['.', '.', 'покупка', 'задоволений', 'але', 'повний', 'версія', 'брат', 'не', 'буда', '.', '.', '.']]","[False, False, False, False]",Neutral,29
64,"клавіатура не погано друкує, кнопки і все інше зроблено добре і є светодіот для Caps l. крім пробілу він зроблений криво, як завжди в бочці меду є ложка дьогтю
",3.0,2e_2e_ks210wb,rozetka,"['клавіатура не погано друкує , кнопки і все інше зроблено добре і є светодіот для Caps l . крім пробілу він зроблений криво , як завжди в бочці меду є ложка дьогтю']","[['клавіатура', 'не', 'погано', 'друкує', ',', 'кнопки', 'і', 'все', 'інше', 'зроблено', 'добре', 'і', 'є', 'светодіот', 'для', 'Caps', 'l', '.', 'крім', 'пробілу', 'він', 'зроблений', 'криво', ',', 'як', 'завжди', 'в', 'бочці', 'меду', 'є', 'ложка', 'дьогтю']]","[['NOUN', 'PRCL', 'NOUN', 'VERB', 'PNCT', 'NOUN', 'CONJ', 'NPRO', 'NPRO', 'VERB', 'ADVB', 'CONJ', 'VERB', 'NOUN', 'PREP', 'LATN', 'ROMN', 'PNCT', 'PREP', 'NOUN', 'NPRO', 'ADJF', 'ADVB', 'PNCT', 'PRCL', 'NPRO', 'PREP', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN']]","[['клавіатура', 'не', 'погана', 'друкувати', ',', 'кнопка', 'і', 'весь', 'інший', 'зробити', 'добре', 'і', 'бути', 'светодіот', 'для', 'caps', 'l', '.', 'крім', 'пробіл', 'він', 'зроблений', 'криво', ',', 'як', 'завжди', 'в', 'бочка', 'мед', 'бути', 'ложка', 'дьоготь']]",[False],Neutral,29
65,"Стильный блендер, достаточно мощный и даже с запасом, измельчает и взбивает все. Прост в обращении, работает на отлично. Пользуемся 3 месяца.",5.0,6645723,rozetka,"['Стильный блендер , достаточно мощный и даже с запасом , измельчает и взбивает все .', 'Прост в обращении , работает на отлично .', 'Пользуемся 3 месяца .']","[['Стильный', 'блендер', ',', 'достаточно', 'мощный', 'и', 'даже', 'с', 'запасом', ',', 'измельчает', 'и', 'взбивает', 'все', '.'], ['Прост', 'в', 'обращении', ',', 'работает', 'на', 'отлично', '.'], ['Пользуемся', '3', 'месяца', '.']]","[['VERB', 'VERB', 'PNCT', 'ADVB', 'VERB', 'UNKN', 'NOUN', 'NOUN', 'NOUN', 'PNCT', 'NOUN', 'UNKN', 'NOUN', 'NPRO', 'PNCT'], ['NOUN', 'PREP', 'NOUN', 'PNCT', 'NOUN', 'INTJ', 'ADVB', 'PNCT'], ['VERB', 'NUMB', 'NOUN', 'PNCT']]","[['стильнывати', 'блендерти', ',', 'достаточно', 'мощнывати', 'и', 'даж', 'с', 'запас', ',', 'измельчает', 'и', 'взбивает', 'весь', '.'], ['прост', 'в', 'обращениин', ',', 'работает', 'на', 'отлично', '.'], ['пользуутися', '3', 'месяц', '.']]","[False, False, False]",Positive,21
66,"Легко було налаштувати , та україно мовний застосунок можна оновлювати роутер дивитися хто підключений , та швидкість інтернету дуже добре
",5.0,xiaomi_532089,rozetka,"['Легко було налаштувати , та україно мовний застосунок можна оновлювати роутер дивитися хто підключений , та швидкість інтернету дуже добре']","[['Легко', 'було', 'налаштувати', ',', 'та', 'україно', 'мовний', 'застосунок', 'можна', 'оновлювати', 'роутер', 'дивитися', 'хто', 'підключений', ',', 'та', 'швидкість', 'інтернету', 'дуже', 'добре']]","[['ADVB', 'VERB', 'VERB', 'PNCT', 'CONJ', 'NOUN', 'ADJF', 'NOUN', 'PRED', 'VERB', 'VERB', 'VERB', 'CONJ', 'ADJF', 'PNCT', 'CONJ', 'NOUN', 'NOUN', 'ADVB', 'ADVB']]","[['легко', 'бути', 'налаштувати', ',', 'та', 'україна', 'мовний', 'застосунок', 'можна', 'оновлювати', 'роутерти', 'дивитися', 'хто', 'підключений', ',', 'та', 'швидкість', 'інтернет', 'дуже', 'добре']]",[False],Positive,20
67,"Туш жахлива!!!! Осипається, віт такої щіточки вії в різні сторони стирчать.
Важко змивається.
Наносити потрібно в 3 слої, щоб більш менш нормально виглядали.
Не рекомендую!!
",2.0,nyx_800897184674,rozetka,"['Туш жахлива ! !', '! !', 'Осипається , віт такої щіточки вії в різні сторони стирчать .', 'Важко змивається .', 'Наносити потрібно в 3 слої , щоб більш менш нормально виглядали .', 'Не рекомендую !', '!']","[['Туш', 'жахлива', '!', '!'], ['!', '!'], ['Осипається', ',', 'віт', 'такої', 'щіточки', 'вії', 'в', 'різні', 'сторони', 'стирчать', '.'], ['Важко', 'змивається', '.'], ['Наносити', 'потрібно', 'в', '3', 'слої', ',', 'щоб', 'більш', 'менш', 'нормально', 'виглядали', '.'], ['Не', 'рекомендую', '!'], ['!']]","[['NOUN', 'ADJF', 'PNCT', 'PNCT'], ['PNCT', 'PNCT'], ['VERB', 'PNCT', 'NOUN', 'NPRO', 'NOUN', 'NOUN', 'PREP', 'ADJF', 'NOUN', 'VERB', 'PNCT'], ['ADVB', 'VERB', 'PNCT'], ['VERB', 'ADVB', 'PREP', 'NUMB', 'NOUN', 'PNCT', 'PRCL', 'ADVB', 'ADVB', 'ADVB', 'VERB', 'PNCT'], ['PRCL', 'VERB', 'PNCT'], ['PNCT']]","[['туша', 'жахливий', '!', '!'], ['!', '!'], ['осипатися', ',', 'віта', 'такий', 'щіточка', 'вія', 'в', 'різний', 'сторона', 'стирчати', '.'], ['важко', 'змиватися', '.'], ['наносити', 'потрібно', 'в', '3', 'слій', ',', 'щоб', 'більш', 'менш', 'нормально', 'виглядати', '.'], ['не', 'рекомендувати', '!'], ['!']]","[False, False, False, False, False, False, False]",Negative,25
68,"Дуже дивно, що на комп""ютері та ноуті вай-фай не виставляється. а на планшеті - є
",2.0,tp-link-archer-a64,rozetka,"['Дуже дивно , що на комп "" ютері та ноуті вай - фай не виставляється .', 'а на планшеті - є']","[['Дуже', 'дивно', ',', 'що', 'на', 'комп', '""', 'ютері', 'та', 'ноуті', 'вай', '-', 'фай', 'не', 'виставляється', '.'], ['а', 'на', 'планшеті', '-', 'є']]","[['ADVB', 'ADVB', 'PNCT', 'CONJ', 'INTJ', 'NOUN', 'PNCT', 'NOUN', 'CONJ', 'NOUN', 'UNKN', 'PNCT', 'UNKN', 'PRCL', 'VERB', 'PNCT'], ['CONJ', 'INTJ', 'NOUN', 'PNCT', 'VERB']]","[['дуже', 'дивно', ',', 'що', 'на', 'компа', '""', 'ютера', 'та', 'ноут', 'вай', '-', 'фай', 'не', 'виставлятися', '.'], ['а', 'на', 'планшет', '-', 'бути']]","[False, False]",Negative,15
69,"Поки що тільки одну вкрутив, світить добре але видає не гучний але помітний гул, димер не використовується.
",2.0,philips_929002299887f,rozetka,"['Поки що тільки одну вкрутив , світить добре але видає не гучний але помітний гул , димер не використовується .']","[['Поки', 'що', 'тільки', 'одну', 'вкрутив', ',', 'світить', 'добре', 'але', 'видає', 'не', 'гучний', 'але', 'помітний', 'гул', ',', 'димер', 'не', 'використовується', '.']]","[['CONJ', 'CONJ', 'PRCL', 'NPRO', 'VERB', 'PNCT', 'VERB', 'ADVB', 'CONJ', 'VERB', 'PRCL', 'ADJF', 'CONJ', 'ADJF', 'NOUN', 'PNCT', 'NOUN', 'PRCL', 'VERB', 'PNCT']]","[['поки', 'що', 'тільки', 'один', 'вкрутити', ',', 'світити', 'добре', 'але', 'видавати', 'не', 'гучний', 'але', 'помітний', 'гул', ',', 'димер', 'не', 'використовуватися', '.']]",[False],Negative,17
70,"Тільки купили, встановили і коли включили світло побачили дефекти - оплавлені верхня панель та бічна стінка, явно заводський брак. Не сподівались такаго за цю ціну. Додаю фото.
",2.0,samsung_rr39m7140sa_ua,rozetka,"['Тільки купили , встановили і коли включили світло побачили дефекти - оплавлені верхня панель та бічна стінка , явно заводський брак .', 'Не сподівались такаго за цю ціну .', 'Додаю фото .']","[['Тільки', 'купили', ',', 'встановили', 'і', 'коли', 'включили', 'світло', 'побачили', 'дефекти', '-', 'оплавлені', 'верхня', 'панель', 'та', 'бічна', 'стінка', ',', 'явно', 'заводський', 'брак', '.'], ['Не', 'сподівались', 'такаго', 'за', 'цю', 'ціну', '.'], ['Додаю', 'фото', '.']]","[['PRCL', 'VERB', 'PNCT', 'VERB', 'CONJ', 'PRCL', 'VERB', 'ADVB', 'VERB', 'NOUN', 'PNCT', 'ADJF', 'ADJF', 'NOUN', 'CONJ', 'ADJF', 'NOUN', 'PNCT', 'ADVB', 'ADJF', 'NOUN', 'PNCT'], ['PRCL', 'VERB', 'NOUN', 'ADVB', 'NPRO', 'NOUN', 'PNCT'], ['VERB', 'NOUN', 'PNCT']]","[['тільки', 'купити', ',', 'встановити', 'і', 'коли', 'включити', 'світло', 'побачити', 'дефект', '-', 'оплавлений', 'верхній', 'панель', 'та', 'бічний', 'стінка', ',', 'явно', 'заводський', 'брак', '.'], ['не', 'сподіватися', 'такага', 'за', 'цей', 'ціна', '.'], ['додавати', 'фото', '.']]","[False, False, False]",Negative,27
71,"Бліклий, неконтрастний друк. У конкурентів якість друку знижується в кінці ресурсу картриджу, а тут - низька якість з початку використання.
",2.0,dayton_dn_hp_nt278,rozetka,"['Бліклий , неконтрастний друк .', 'У конкурентів якість друку знижується в кінці ресурсу картриджу , а тут - низька якість з початку використання .']","[['Бліклий', ',', 'неконтрастний', 'друк', '.'], ['У', 'конкурентів', 'якість', 'друку', 'знижується', 'в', 'кінці', 'ресурсу', 'картриджу', ',', 'а', 'тут', '-', 'низька', 'якість', 'з', 'початку', 'використання', '.']]","[['VERB', 'PNCT', 'ADJF', 'NOUN', 'PNCT'], ['PREP', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PREP', 'NOUN', 'NOUN', 'NOUN', 'PNCT', 'CONJ', 'NPRO', 'PNCT', 'ADJF', 'NOUN', 'PREP', 'NOUN', 'NOUN', 'PNCT']]","[['бліклити', ',', 'неконтрастний', 'друк', '.'], ['у', 'конкурент', 'якість', 'друк', 'знижуватися', 'в', 'кінець', 'ресурс', 'картридж', ',', 'а', 'тут', '-', 'низький', 'якість', 'з', 'початок', 'використання', '.']]","[False, False]",Negative,20
72,"Через тиждень роботи послали періодично рипіти, і коли довго сидиш в них починають боліти вуха
",3.0,acme_4770070879436,rozetka,"['Через тиждень роботи послали періодично рипіти , і коли довго сидиш в них починають боліти вуха']","[['Через', 'тиждень', 'роботи', 'послали', 'періодично', 'рипіти', ',', 'і', 'коли', 'довго', 'сидиш', 'в', 'них', 'починають', 'боліти', 'вуха']]","[['PREP', 'NOUN', 'NOUN', 'VERB', 'ADVB', 'VERB', 'PNCT', 'CONJ', 'PRCL', 'ADVB', 'VERB', 'PREP', 'NPRO', 'VERB', 'VERB', 'NOUN']]","[['через', 'тиждень', 'робот', 'послати', 'періодично', 'рипіти', ',', 'і', 'коли', 'довго', 'сидіти', 'в', 'вони', 'починати', 'боліти', 'вухо']]",[False],Neutral,15
73,"Купив недавно, все підключилось без проблем, але з мінусів відсутність сирени та погані батарейки в комплекті, датчик дверей вирубився через тиждегь
",3.0,perenio_pekit01,rozetka,"['Купив недавно , все підключилось без проблем , але з мінусів відсутність сирени та погані батарейки в комплекті , датчик дверей вирубився через тиждегь']","[['Купив', 'недавно', ',', 'все', 'підключилось', 'без', 'проблем', ',', 'але', 'з', 'мінусів', 'відсутність', 'сирени', 'та', 'погані', 'батарейки', 'в', 'комплекті', ',', 'датчик', 'дверей', 'вирубився', 'через', 'тиждегь']]","[['VERB', 'ADVB', 'PNCT', 'NPRO', 'VERB', 'PREP', 'NOUN', 'PNCT', 'CONJ', 'PREP', 'NOUN', 'NOUN', 'NOUN', 'CONJ', 'NOUN', 'NOUN', 'PREP', 'NOUN', 'PNCT', 'NOUN', 'NOUN', 'VERB', 'PREP', 'GRND']]","[['купити', 'недавно', ',', 'весь', 'підключитися', 'без', 'проблема', ',', 'але', 'з', 'мінус', 'відсутність', 'сирена', 'та', 'погана', 'батарейка', 'в', 'комплект', ',', 'датчик', 'двері', 'вирубитися', 'через', 'тиждегь']]",[False],Neutral,21
